gbif_key,fieldguide_id,cover_image_url,antenna_id,inat_id,category_map_index,common_name_en,Unnamed: 8,training_images_count,example_occurrence_image_url,speciesKey,gbif_name,genus,family
1796321,,,,,427,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/315377556/original.jpg,1796321,Phaeoblemma dares,Phaeoblemma,Erebidae
1796406,,,,,428,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/114276668/original.jpeg,1796406,Metaprosphera modesta,Metaprosphera,Erebidae
1796602,,,,,429,,,33,https://inaturalist-open-data.s3.amazonaws.com/photos/166572039/original.jpeg,1796602,Massala obvertens,Massala,Erebidae
1796604,,,,,430,,,30,https://inaturalist-open-data.s3.amazonaws.com/photos/349396374/original.jpeg,1796604,Massala abdara,Massala,Erebidae
1796699,,,,,431,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/52659829/original.jpg,1796699,Obroatis chloropis,Obroatis,Erebidae
1797654,,,,,432,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/6414591/original.jpeg,1797654,Oroscopa variegata,Oroscopa,Erebidae
1797663,,,,,433,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/163703737/original.jpeg,1797663,Oroscopa delicata,Oroscopa,Erebidae
1797774,,,,,434,,,39,https://inaturalist-open-data.s3.amazonaws.com/photos/214385180/original.jpg,1797774,Eublemma cinnamomea,Eublemma,Noctuidae
1798288,,,,,435,,,701,https://inaturalist-open-data.s3.amazonaws.com/photos/19914380/original.jpeg,1798288,Marimatha nigrofimbria,Marimatha,Noctuidae
1798289,,,,,436,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/109425373/original.jpeg,1798289,Marimatha botyoides,Marimatha,Noctuidae
1798291,,,,,437,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/339846977/original.jpeg,1798291,Marimatha rufescens,Marimatha,Noctuidae
1798354,,,,,438,,,24,https://inaturalist-open-data.s3.amazonaws.com/photos/199818703/original.jpeg,1798354,Graphigona regina,Graphigona,Erebidae
1798427,,,,,439,,,332,https://inaturalist-open-data.s3.amazonaws.com/photos/91578910/original.jpeg,1798427,Selenisa sueroides,Selenisa,Erebidae
1798431,,,,,440,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/204796336/original.jpg,1798431,Selenisa lanipes,Selenisa,Erebidae
1798434,,,,,441,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/253456735/original.jpeg,1798434,Selenisa specifica,Selenisa,Erebidae
1799879,,,,,442,,,53,https://bugguide.net/images/cache/HZ2/LJL/HZ2LJLPLMZOZ6RQHERZH6R3ZSRCZ4RDZQRCZJLWLSRTZQRTZXRSHMZKH2RSH0ZCLHZTZKRFZ0RYZXRTZ0R3ZXR2LYLDZ.jpg,1799879,Lacinipolia comis,Lacinipolia,Noctuidae
1800099,,,,,443,,,20,https://inaturalist-open-data.s3.amazonaws.com/photos/291966090/original.jpeg,1800099,Lichnoptera gulo,Lichnoptera,Noctuidae
1800101,,,,,444,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/288592497/original.jpeg,1800101,Lichnoptera moesta,Lichnoptera,Noctuidae
1800132,,,,,445,,,4,https://ecdysis.org/imglib/scan/MISSA_MEM/MEM324/MEM324080_Charadra_nitens_IWF_1556632342_lg.jpg,1800132,Charadra nitens,Charadra,Noctuidae
1801824,,,,,446,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/73181856/original.jpeg,1801824,Nola lagunculariae,Nola,Nolidae
1801851,,,,,447,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/177325669/original.jpeg,1801851,Nola turbana,Nola,Nolidae
1801968,,,,,448,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/73178159/original.jpeg,1801968,Nola mesographa,Nola,Nolidae
1803218,,,,,449,,,581,https://inaturalist-open-data.s3.amazonaws.com/photos/40318153/original.jpg,1803218,Utetheisa ornatrix,Utetheisa,Erebidae
1803261,,,,,450,,,11,https://www.artportalen.se/MediaLibrary/bugs/2012/large/367090.jpg,1803261,Antichloris viridis,Antichloris,Erebidae
1803266,,,,,451,,,62,https://inaturalist-open-data.s3.amazonaws.com/photos/120645116/original.jpeg,1803266,Antichloris eriphia,Antichloris,Erebidae
1803315,,,,,452,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/256010006/original.jpg,1803315,Correbidia elegans,Correbidia,Erebidae
1803324,,,,,453,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/255866285/original.jpeg,1803324,Correbidia terminalis,Correbidia,Erebidae
1803326,,,,,454,,,98,http://www.boldsystems.org/pics/BLPBA/06-SRNP-107473_DHJ607473+1199992020.jpg,1803326,Correbidia costinotata,Correbidia,Erebidae
1803620,,,,,455,,,229,http://www.boldsystems.org/pics/LEMMZ/2044_dorsal+1330545398.JPG,1803620,Ormetica ataenia,Ormetica,Erebidae
1803622,,,,,456,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/358141502/original.jpeg,1803622,Ormetica taniala,Ormetica,Erebidae
1803628,,,,,457,,,48,https://inaturalist-open-data.s3.amazonaws.com/photos/310900772/original.jpeg,1803628,Ormetica ameoides,Ormetica,Erebidae
1803641,,,,,458,,,27,https://inaturalist-open-data.s3.amazonaws.com/photos/67353441/original.jpeg,1803641,Ormetica sicilia,Ormetica,Erebidae
1803661,,,,,459,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/22544931/original.jpeg,1803661,Ormetica maura,Ormetica,Erebidae
1803667,,,,,460,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/325427626/original.jpg,1803667,Ormetica guapisa,Ormetica,Erebidae
1803688,,,,,461,,,56,https://inaturalist-open-data.s3.amazonaws.com/photos/285035772/original.jpeg,1803688,Eupseudosoma involuta,Eupseudosoma,Erebidae
1803745,,,,,462,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/114060051/original.jpeg,1803745,Parevia metachryseis,Parevia,Erebidae
1803926,,,,,463,,,22,https://inaturalist-open-data.s3.amazonaws.com/photos/300201583/original.jpeg,1803926,Rhipha flammans,Rhipha,Erebidae
1803935,,,,,464,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/8885148/original.jpeg,1803935,Rhipha chionoplaga,Rhipha,Erebidae
1803937,,,,,465,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/366307394/original.jpeg,1803937,Rhipha flavoplaga,Rhipha,Erebidae
1803948,,,,,466,,,17,http://n2t.net/ark:/65665/m3f4f8261e-9c34-4703-82eb-492d7286108f,1803948,Balbura intervenata,Balbura,Erebidae
1803949,,,,,467,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/27748568/original.jpg,1803949,Balbura fasciata,Balbura,Erebidae
1804093,,,,,468,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/110955285/original.jpeg,1804093,Nezula grisea,Nezula,Erebidae
1804186,,,,,469,,,20,https://scan-bugs.org:443/imglib/scan/MISSA_MEM/MEM339/MEM339226_Hyalurga_fenestra_CE_1539270597_lg.jpg,1804186,Hyalurga fenestra,Hyalurga,Erebidae
1804194,,,,,470,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/102951942/original.jpeg,1804194,Hyalurga urioides,Hyalurga,Erebidae
1804196,,,,,471,,,20,https://inaturalist-open-data.s3.amazonaws.com/photos/82627556/original.jpeg,1804196,Hyalurga sora,Hyalurga,Erebidae
1804212,,,,,472,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/13033233/original.jpeg,1804212,Hyalurga sixola,Hyalurga,Erebidae
1804225,,,,,473,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/101989715/original.jpeg,1804225,Hyalurga subnormalis,Hyalurga,Erebidae
1804409,,,,,474,,,194,https://inaturalist-open-data.s3.amazonaws.com/photos/47091172/original.jpeg,1804409,Pygarctia roseicapitis,Pygarctia,Erebidae
1804522,,,,,475,,,56,https://inaturalist-open-data.s3.amazonaws.com/photos/116763835/original.jpeg,1804522,Scena potentia,Scena,Erebidae
1804657,,,,,476,,,19,https://inaturalist-open-data.s3.amazonaws.com/photos/7921192/original.jpeg,1804657,Scelilasia erythrozonata,Scelilasia,Erebidae
1804754,,,,,477,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/110660841/original.jpeg,1804754,Sauritinia dubiosa,Sauritinia,Erebidae
1804886,,,,,478,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/59593977/original.jpg,1804886,Araeomolis rhodographa,Araeomolis,Erebidae
1804889,,,,,479,,,14,https://inaturalist-open-data.s3.amazonaws.com/photos/247914357/original.jpeg,1804889,Sciopsyche tropica,Sciopsyche,Erebidae
1804958,,,,,480,,,4,https://archive.org/download/faunaBiogrepalma/Mariposas%20%28106%29.PNG,1804958,Munona iridescens,Munona,Erebidae
1804985,,,,,481,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/177073/original.JPG,1804985,Metaloba nana,Metaloba,Erebidae
1805071,,,,,482,,,18,https://inaturalist-open-data.s3.amazonaws.com/photos/266618890/original.jpeg,1805071,Ichoria quadrigutta,Ichoria,Erebidae
1805074,,,,,483,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/245446145/original.jpeg,1805074,Ichoria demona,Ichoria,Erebidae
1805192,,,,,484,,,6,http://www.boldsystems.org/pics/MHMXD/06-SRNP-41529-DHJ349465+1175913936.jpg,1805192,Macrocneme cabimensis,Macrocneme,Erebidae
1805197,,,,,485,,,269,https://inaturalist-open-data.s3.amazonaws.com/photos/98701877/original.jpg,1805197,Macrocneme chrysitis,Macrocneme,Erebidae
1805238,,,,,486,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/341658830/original.jpeg,1805238,Symphlebia muscosa,Symphlebia,Erebidae
1805256,,,,,487,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/12389096/original.jpeg,1805256,Symphlebia aryllis,Symphlebia,Erebidae
1805261,,,,,488,,,26,https://inaturalist-open-data.s3.amazonaws.com/photos/293032240/original.jpg,1805261,Symphlebia ipsea,Symphlebia,Erebidae
1805266,,,,,489,,,14,https://inaturalist-open-data.s3.amazonaws.com/photos/216118489/original.jpg,1805266,Symphlebia hyalina,Symphlebia,Erebidae
1805268,,,,,490,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/111928218/original.jpeg,1805268,Symphlebia tessellata,Symphlebia,Erebidae
1805271,,,,,491,,,22,https://inaturalist-open-data.s3.amazonaws.com/photos/31386215/original.jpeg,1805271,Symphlebia perflua,Symphlebia,Erebidae
1805272,,,,,492,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/235078053/original.jpg,1805272,Symphlebia underwoodi,Symphlebia,Erebidae
1805282,,,,,493,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/279671492/original.jpeg,1805282,Symphlebia tolimensis,Symphlebia,Erebidae
1805284,,,,,494,,,80,http://www.boldsystems.org/pics/BLPAA/17-SRNP-104952-DHJ697931+1528305984.JPG,1805284,Symphlebia pyrgion,Symphlebia,Erebidae
1805289,,,,,495,,,25,https://inaturalist-open-data.s3.amazonaws.com/photos/347228441/original.jpg,1805289,Symphlebia palmeri,Symphlebia,Erebidae
1805359,,,,,496,,,4,https://ecdysis.org/imglib/scan/MISSA_MEM/MEM334/MEM334333_Praeamastus_albicinc_1537539479_lg.jpg,1805359,Praemastus albicinctus,Praemastus,Erebidae
1805395,,,,,497,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/41389297/original.jpg,1805395,Hypocrita reedia,Hypocrita,Erebidae
1805396,,,,,498,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/115435285/original.jpeg,1805396,Hypocrita arcaei,Hypocrita,Erebidae
1805397,,,,,499,,,18,https://inaturalist-open-data.s3.amazonaws.com/photos/277216437/original.jpeg,1805397,Hypocrita drucei,Hypocrita,Erebidae
1805406,,,,,500,,,14,https://inaturalist-open-data.s3.amazonaws.com/photos/259365968/original.jpeg,1805406,Hypocrita aletta,Hypocrita,Erebidae
1805437,,,,,501,,,27,https://inaturalist-open-data.s3.amazonaws.com/photos/91411233/original.jpeg,1805437,Autochloris jansonis,Autochloris,Erebidae
1805454,,,,,502,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/266856397/original.jpg,1805454,Autochloris mathani,Autochloris,Erebidae
1805478,,,,,503,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/5568730/original.jpg,1805478,Neonerita dorsipuncta,Neonerita,Erebidae
1805587,,,,,504,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/3939409/original.jpg,1805587,Emurena tripunctata,Emurena,Erebidae
1805649,,,,,505,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/51639717/original.jpeg,1805649,Gymnelia colona,Gymnelia,Erebidae
1805651,,,,,506,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/173224086/original.jpeg,1805651,Gymnelia pavo,Gymnelia,Erebidae
1805669,,,,,507,,,17,https://inaturalist-open-data.s3.amazonaws.com/photos/3995204/original.JPG,1805669,Gymnelia nobilis,Gymnelia,Erebidae
1805672,,,,,508,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/185847990/original.jpg,1805672,Gymnelia salvini,Gymnelia,Erebidae
1805689,,,,,509,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/107215027/original.jpeg,1805689,Uranophora albiplaga,Uranophora,Erebidae
1805691,,,,,510,,,231,https://inaturalist-open-data.s3.amazonaws.com/photos/172584024/original.jpeg,1805691,Uranophora leucotela,Uranophora,Erebidae
1805717,,,,,511,,,62,https://inaturalist-open-data.s3.amazonaws.com/photos/61839029/original.jpeg,1805717,Uranophora walkeri,Uranophora,Erebidae
1805730,,,,,512,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/63686531/original.jpg,1805730,Uranophora lelex,Uranophora,Erebidae
1805809,,,,,513,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/117332322/original.jpeg,1805809,Dolichesia falsimonia,Dolichesia,Erebidae
1805851,,,,,514,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/191909230/original.jpg,1805851,Cacostatia saphira,Cacostatia,Erebidae
1805871,,,,,515,,,15,https://inaturalist-open-data.s3.amazonaws.com/photos/61673161/original.jpg,1805871,Theages flavicaput,Theages,Erebidae
1805873,,,,,516,,,29,https://inaturalist-open-data.s3.amazonaws.com/photos/233625166/original.jpeg,1805873,Theages xantura,Theages,Erebidae
1805888,,,,,517,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/131676021/original.jpeg,1805888,Scaptius obscurata,Scaptius,Erebidae
1805924,,,,,518,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/92876151/original.jpg,1805924,Cyanopepla panamensis,Cyanopepla,Erebidae
1805930,,,,,519,,,27,https://inaturalist-open-data.s3.amazonaws.com/photos/175055545/original.jpeg,1805930,Cyanopepla fulgens,Cyanopepla,Erebidae
1805931,,,,,520,,,42,https://inaturalist-open-data.s3.amazonaws.com/photos/175161350/original.jpeg,1805931,Cyanopepla micans,Cyanopepla,Erebidae
1805932,,,,,521,,,45,https://inaturalist-open-data.s3.amazonaws.com/photos/278146573/original.jpeg,1805932,Cyanopepla scintillans,Cyanopepla,Erebidae
1805934,,,,,522,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/119690362/original.jpeg,1805934,Cyanopepla cinctipennis,Cyanopepla,Erebidae
1805945,,,,,523,,,37,https://inaturalist-open-data.s3.amazonaws.com/photos/315399230/original.jpeg,1805945,Cyanopepla alonzo,Cyanopepla,Erebidae
1805952,,,,,524,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/110841479/original.jpeg,1805952,Cyanopepla lystra,Cyanopepla,Erebidae
1805955,,,,,525,,,65,https://inaturalist-open-data.s3.amazonaws.com/photos/31097636/original.jpg,1805955,Cyanopepla submacula,Cyanopepla,Erebidae
1805977,,,,,526,,,52,https://inaturalist-open-data.s3.amazonaws.com/photos/57298495/original.jpg,1805977,Cyanopepla arrogans,Cyanopepla,Erebidae
1805998,,,,,527,,,5,https://mediaphoto.mnhn.fr/media/1583921824628kWKuoC1RRs3rz2Gw,1805998,Pachydota albiceps,Pachydota,Erebidae
1805999,,,,,528,,,30,https://inaturalist-open-data.s3.amazonaws.com/photos/158382174/original.jpeg,1805999,Pachydota drucei,Pachydota,Erebidae
1806017,,,,,529,,,16,https://inaturalist-open-data.s3.amazonaws.com/photos/188929493/original.jpeg,1806017,Areva trigemmis,Areva,Erebidae
1806414,,,,,530,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/41678988/original.jpeg,1806414,Isostola philomela,Isostola,Erebidae
1806475,,,,,531,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/63977227/original.jpeg,1806475,Chetone ithomia,Chetone,Erebidae
1806476,,,,,532,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/100552147/original.jpg,1806476,Chetone kenara,Chetone,Erebidae
1806477,,,,,533,,,142,http://www.boldsystems.org/pics/BLPCO/08-SRNP-103935_DHJ627999+1221772452.jpg,1806477,Chetone angulosa,Chetone,Erebidae
1806631,,,,,534,,,20,https://inaturalist-open-data.s3.amazonaws.com/photos/186606418/original.jpg,1806631,Histioea bellatrix,Histioea,Erebidae
1806651,,,,,535,,,10,http://live.staticflickr.com/1639/23558844024_ed8cb90b74_b.jpg,1806651,Histioea meldolae,Histioea,Erebidae
1806687,,,,,536,,,59,https://inaturalist-open-data.s3.amazonaws.com/photos/180939322/original.jpg,1806687,Horama oedippus,Horama,Erebidae
1806690,,,,,537,,,76,https://inaturalist-open-data.s3.amazonaws.com/photos/58211894/original.jpeg,1806690,Horama plumipes,Horama,Erebidae
1806845,,,,,538,,,40,https://inaturalist-open-data.s3.amazonaws.com/photos/359258477/original.jpeg,1806845,Virbia medarda,Virbia,Erebidae
1806872,,,,,539,,,978,https://inaturalist-open-data.s3.amazonaws.com/photos/252415334/original.jpeg,1806872,Pareuchaetes insulata,Pareuchaetes,Erebidae
1806885,,,,,540,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/239224325/original.jpeg,1806885,Pronola perdiffusa,Pronola,Erebidae
1806887,,,,,541,,,138,https://inaturalist-open-data.s3.amazonaws.com/photos/183380727/original.jpeg,1806887,Pronola magniplaga,Pronola,Erebidae
1807281,,,,,542,,,32,https://inaturalist-open-data.s3.amazonaws.com/photos/173153477/original.jpeg,1807281,Anycles anthracina,Anycles,Erebidae
1807370,,,,,543,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/317120901/original.jpeg,1807370,Argyroeides minuta,Argyroeides,Erebidae
1807383,,,,,544,,,76,https://inaturalist-open-data.s3.amazonaws.com/photos/115237547/original.jpg,1807383,Argyroeides ophion,Argyroeides,Erebidae
1807553,,,,,545,,,35,https://inaturalist-open-data.s3.amazonaws.com/photos/358696308/original.jpg,1807553,Xanthoarctia pseudameoides,Xanthoarctia,Erebidae
1807558,,,,,546,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/214477236/original.jpg,1807558,Trichura latifascia,Trichura,Erebidae
1807569,,,,,547,,,143,https://inaturalist-open-data.s3.amazonaws.com/photos/91707526/original.jpeg,1807569,Trichura cerberus,Trichura,Erebidae
1807755,,,,,548,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/53417446/original.jpeg,1807755,Metallosia nitens,Metallosia,Erebidae
1807905,,,,,549,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/306591763/original.jpeg,1807905,Epeiromulona hamata,Epeiromulona,Erebidae
1807909,,,,,550,,,7,http://www.boldsystems.org/pics/BLPED/11-SRNP-104794-DHJ665464+1331927074.JPG,1807909,Epeiromulona biloba,Epeiromulona,Erebidae
1807988,,,,,551,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/114626264/original.jpeg,1807988,Viviennea salma,Viviennea,Erebidae
1807991,,,,,552,,,9,https://scan-bugs.org:443/imglib/scan/MISSA_MEM/MEM340/MEM340335_Erebidae_IWF_1542391698_lg.jpg,1807991,Viviennea tegyra,Viviennea,Erebidae
1807998,,,,,553,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/47781495/original.jpg,1807998,Viviennea ardesiaca,Viviennea,Erebidae
1808013,,,,,554,,,19,https://inaturalist-open-data.s3.amazonaws.com/photos/135310531/original.jpg,1808013,Viviennea moma,Viviennea,Erebidae
1808020,,,,,555,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/275161287/original.jpg,1808020,Timalus caeruleus,Timalus,Erebidae
1808023,,,,,556,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/249261302/original.jpeg,1808023,Timalus leucomela,Timalus,Erebidae
1808067,,,,,557,,,14,https://inaturalist-open-data.s3.amazonaws.com/photos/362784718/original.jpg,1808067,Rhynchopyga flavicollis,Rhynchopyga,Erebidae
1808093,,,,,558,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/30193328/original.jpg,1808093,Coiffaitarctia steniptera,Coiffaitarctia,Erebidae
1808649,,,,,559,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/79774460/original.jpeg,1808649,Cissura plumbea,Cissura,Erebidae
1808651,,,,,560,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/293871187/original.jpg,1808651,Cissura unilineata,Cissura,Erebidae
1808675,,,,,561,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/111020484/original.jpeg,1808675,Delphyre testacea,Delphyre,Erebidae
1808826,,,,,562,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/31341053/original.jpeg,1808826,Nudur fractivittarum,Nudur,Erebidae
1808900,,,,,563,,,20,https://inaturalist-open-data.s3.amazonaws.com/photos/215849482/original.jpg,1808900,Eriphioides ustulata,Eriphioides,Erebidae
1808902,,,,,564,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/349217107/original.jpeg,1808902,Eriphioides fastidiosa,Eriphioides,Erebidae
