gbif_name,gbif_key,fieldguide_id,cover_image_url,antenna_id,inat_id,category_map_index,common_name_en,,genus,family,training_images_count,example_occurrence_image_url
,1811186,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/360797189/original.jpg
,1811190,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/356083714/original.jpg
Isanthrene crabroniformis,1811192,,,,,637,,,Isanthrene,Erebidae,34,https://inaturalist-open-data.s3.amazonaws.com/photos/54982821/original.jpg
,1811196,,,,,#N/A,,,,,29,https://inaturalist-open-data.s3.amazonaws.com/photos/363304026/original.jpg
,1811198,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/111923407/original.jpeg
,1811202,,,,,#N/A,,,,,28,https://inaturalist-open-data.s3.amazonaws.com/photos/66391437/original.jpeg
Rhabdatomis cora,1811255,,,,,641,,,Rhabdatomis,Erebidae,116,http://www.boldsystems.org/pics/BLPEG/14-SRNP-102865-DHJ679882+1429632548.JPG
,1811258,,,,,#N/A,,,,,28,https://inaturalist-open-data.s3.amazonaws.com/photos/162997143/original.jpeg
,1811298,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/121728219/original.jpeg
Elysius conspersus,1811312,,,,,644,,,Elysius,Erebidae,17,https://scan-bugs.org:443/imglib/scan/MISSA_MEM/MEM334/MEM334847_Elysius_conspersus_C_1539183215_lg.jpg
,1811315,,,,,#N/A,,,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/91765249/original.jpg
,1811338,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/175475732/original.jpeg
,1811342,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/349951584/original.jpg
,1811384,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/52418245/original.jpg
,1811391,,,,,#N/A,,,,,10,https://ecdysis.org/imglib/scan/MISSA_MEM/MEM425/425831_1659105721_lg.jpg
,1811476,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/22187380/original.jpg
Pheia albisigna,1811489,,,,,651,,,Pheia,Erebidae,15,https://inaturalist-open-data.s3.amazonaws.com/photos/98859278/original.jpg
,1811498,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/161083379/original.jpg
,1811503,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/241293244/original.jpg
Pheia elegans,1811506,,,,,654,,,Pheia,Erebidae,17,https://inaturalist-open-data.s3.amazonaws.com/photos/6241597/original.jpeg
,1811546,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/109481630/original.jpeg
Correbia undulata,1811551,,,,,656,,,Correbia,Erebidae,85,http://www.boldsystems.org/pics/BLPBB/06-SRNP-108461_DHJ608461+1199992200.jpg
,1811568,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/2996300/original.jpg
,1812491,,,,,#N/A,,,,,28,https://inaturalist-open-data.s3.amazonaws.com/photos/128292015/original.jpeg
Ordishia rutilus,1812519,,,,,659,,,Ordishia,Erebidae,9,https://inaturalist-open-data.s3.amazonaws.com/photos/234902762/original.jpeg
,1812520,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/110868441/original.jpeg
,1812555,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/178752311/original.jpeg
,1812559,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/343797011/original.jpeg
,1812564,,,,,#N/A,,,,,4,https://ecdysis.org/imglib/scan/MISSA_MEM/MEM339/339401_1654895572_lg.jpg
,1812573,,,,,#N/A,,,,,87,https://inaturalist-open-data.s3.amazonaws.com/photos/178740212/original.jpg
,1812605,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/85742538/original.jpg
Psoloptera thoracica,1812741,,,,,666,,,Psoloptera,Erebidae,40,https://inaturalist-open-data.s3.amazonaws.com/photos/169915773/original.jpeg
,1812744,,,,,#N/A,,,,,20,https://inaturalist-open-data.s3.amazonaws.com/photos/91524830/original.jpeg
Prepiella aurea,1812828,,,,,668,,,Prepiella,Erebidae,22,https://inaturalist-open-data.s3.amazonaws.com/photos/190900575/original.jpeg
Prepiella pexicera,1812830,,,,,669,,,Prepiella,Erebidae,4,https://inaturalist-open-data.s3.amazonaws.com/photos/253542154/original.jpg
,1812845,,,,,#N/A,,,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/301332782/original.jpeg
,1812880,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/363563324/original.jpeg
,1812881,,,,,#N/A,,,,,55,https://inaturalist-open-data.s3.amazonaws.com/photos/116532407/original.jpeg
Lycomorphodes sordida,1813187,,,,,673,,,Lycomorphodes,Erebidae,14,https://inaturalist-open-data.s3.amazonaws.com/photos/79107337/original.jpeg
,1813217,,,,,#N/A,,,,,25,https://inaturalist-open-data.s3.amazonaws.com/photos/116011352/original.jpeg
,1813332,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/63589048/original.jpeg
,1813339,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/329054159/original.jpg
,1813362,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/292593591/original.jpg
,1813366,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/280824381/original.jpeg
Heliura banoca,1813372,,,,,679,,,Heliura,Erebidae,39,http://www.boldsystems.org/pics/BLPEE/13-SRNP-104055-DHJ676776+1407854412.JPG
,1813413,,,,,#N/A,,,,,77,https://inaturalist-open-data.s3.amazonaws.com/photos/79774937/original.jpeg
,1814034,,,,,#N/A,,,,,31,https://inaturalist-open-data.s3.amazonaws.com/photos/81496232/original.jpeg
Amaxia apyga,1814045,,,,,682,,,Amaxia,Erebidae,90,http://www.boldsystems.org/pics/XAA/03-SRNP-19647b.jpg
Amaxia carinosa,1814048,,,,,683,,,Amaxia,Erebidae,13,https://inaturalist-open-data.s3.amazonaws.com/photos/106594861/original.jpeg
Amaxia lepida,1814052,,,,,684,,,Amaxia,Erebidae,13,https://inaturalist-open-data.s3.amazonaws.com/photos/99435645/original.jpeg
Amaxia pandama,1814056,,,,,685,,,Amaxia,Erebidae,16,https://inaturalist-open-data.s3.amazonaws.com/photos/93819484/original.jpeg
Ammalo helops,1814182,,,,,686,,,Ammalo,Erebidae,132,https://inaturalist-open-data.s3.amazonaws.com/photos/171917059/original.jpg
Phaeomolis lineatus,1814206,,,,,687,,,Phaeomolis,Erebidae,17,https://inaturalist-open-data.s3.amazonaws.com/photos/115435863/original.jpeg
,1814231,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/172592195/original.jpg
Poliopastea auripes,1814250,,,,,689,,,Poliopastea,Erebidae,14,https://inaturalist-open-data.s3.amazonaws.com/photos/83302732/original.jpg
,1814264,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/225957265/original.jpeg
,1814266,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/110902302/original.jpeg
,1814274,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/46404789/original.jpg
,1814277,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/100581441/original.jpg
,1814330,,,,,#N/A,,,,,22,https://inaturalist-open-data.s3.amazonaws.com/photos/265942825/original.jpg
,1814333,,,,,#N/A,,,,,6,https://ecdysis.org/imglib/scan/CSU_CSUC/CSU_ENT1011/CSU_ENT1011139_1_35600_1494598070_lg.jpg
,1814341,,,,,#N/A,,,,,7,https://ecdysis.org/imglib/scan/CSU_CSUC/CSU_ENT1011/CSU_ENT1011116_1_35602_1494598202_lg.jpg
,1814342,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/393110875/original.jpeg
,1814359,,,,,#N/A,,,,,113,https://inaturalist-open-data.s3.amazonaws.com/photos/25962465/original.jpeg
Halysidota interlineata,1814369,,,,,699,,,Halysidota,Erebidae,4,https://inaturalist-open-data.s3.amazonaws.com/photos/94508381/original.jpeg
Idalus aleteria,1814661,,,,,700,,,Idalus,Erebidae,7,https://inaturalist-open-data.s3.amazonaws.com/photos/31072904/original.jpg
,1814662,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/289233137/original.jpeg
,1814665,,,,,#N/A,,,,,85,https://inaturalist-open-data.s3.amazonaws.com/photos/333360015/original.jpeg
Idalus dares,1814669,,,,,703,,,Idalus,Erebidae,18,https://inaturalist-open-data.s3.amazonaws.com/photos/39841437/original.jpeg
,1814683,,,,,#N/A,,,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/218235080/original.jpeg
Idalus occidentalis,1814684,,,,,705,,,Idalus,Erebidae,5,https://inaturalist-open-data.s3.amazonaws.com/photos/112285535/original.jpeg
Idalus critheis,1814692,,,,,706,,,Idalus,Erebidae,31,https://inaturalist-open-data.s3.amazonaws.com/photos/180731173/original.jpeg
,1814698,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/94015199/original.jpeg
,1814704,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/61278820/original.jpeg
,1814711,,,,,#N/A,,,,,50,https://inaturalist-open-data.s3.amazonaws.com/photos/100790550/original.jpeg
Idalus vitrea,1814713,,,,,710,,,Idalus,Erebidae,7,https://inaturalist-open-data.s3.amazonaws.com/photos/136302506/original.jpeg
Talara phaeella,1814758,,,,,711,,,Talara,Erebidae,54,http://www.boldsystems.org/pics/BLPYA/07-SRNP-111125_DHJ621089+1201621818.jpg
,1814785,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/12353332/original.jpeg
,1814863,,,,,#N/A,,,,,406,https://inaturalist-open-data.s3.amazonaws.com/photos/56261361/original.jpg
,1815288,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/91526539/original.jpeg
,1815290,,,,,#N/A,,,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/100461472/original.jpeg
Thysanoprymna haemorrhoides,1815297,,,,,716,,,Thysanoprymna,Erebidae,13,https://inaturalist-open-data.s3.amazonaws.com/photos/257235424/original.jpeg
,1815302,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/111023020/original.jpeg
,1815304,,,,,#N/A,,,,,21,http://was.tacc.utexas.edu/fileget?coll=Entomology+Collection&type=O&filename=c657b958-0ef7-4528-a75c-17a6a52dd723.jpg
,1815307,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/394819346/original.jpeg
,1815323,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/115118752/original.jpeg
,1815372,,,,,#N/A,,,,,15,https://inaturalist-open-data.s3.amazonaws.com/photos/180144373/original.jpeg
,1815373,,,,,#N/A,,,,,90,https://inaturalist-open-data.s3.amazonaws.com/photos/350063662/original.jpeg
Belemnia inaurata,1815426,,,,,723,,,Belemnia,Erebidae,20,https://inaturalist-open-data.s3.amazonaws.com/photos/168403315/original.jpg
,1815636,,,,,#N/A,,,,,7,http://www.boldsystems.org/pics/XAA/02-SRNP-7361b.jpg
Calodesma collaris,1815640,,,,,725,,,Calodesma,Erebidae,57,https://inaturalist-open-data.s3.amazonaws.com/photos/179847336/original.jpeg
Calodesma maculifrons,1815643,,,,,726,,,Calodesma,Erebidae,208,http://www.boldsystems.org/pics/MHMYC/09-SRNP-31124-DHJ507283+1365547258.jpg
,1815833,,,,,#N/A,,,,,46,https://inaturalist-open-data.s3.amazonaws.com/photos/150474085/original.jpg
Dycladia correbioides,1815849,,,,,728,,,Dycladia,Erebidae,13,https://inaturalist-open-data.s3.amazonaws.com/photos/65103358/original.jpeg
,1815858,,,,,#N/A,,,,,9,https://ecdysis.org/imglib/scan/MISSA_MEM/MEM334/334829_1655416338_lg.jpg
Tricypha imperialis,1815947,,,,,730,,,Tricypha,Erebidae,13,https://inaturalist-open-data.s3.amazonaws.com/photos/79786192/original.jpeg
,1815992,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/334487311/original.jpg
Apistosia judas,1816570,,,,,732,,,Apistosia,Erebidae,304,https://inaturalist-open-data.s3.amazonaws.com/photos/114954112/original.jpeg
Lampruna rosea,1816605,,,,,733,,,Lampruna,Erebidae,145,http://www.boldsystems.org/pics/BLPDY/10-SRNP-115177_DHJ660052+1309189814.jpg
,1816747,,,,,#N/A,,,,,33,https://inaturalist-open-data.s3.amazonaws.com/photos/46119757/original.jpeg
,1816751,,,,,#N/A,,,,,4,https://ecdysis.org/imglib/scan/MISSA_MEM/MEM325/325453_1659367353.jpg
Diospage splendens,1816761,,,,,736,,,Diospage,Erebidae,8,https://inaturalist-open-data.s3.amazonaws.com/photos/238528747/original.jpg
,1816902,,,,,#N/A,,,,,4,https://ecdysis.org/imglib/scan/MISSA_MEM/MEM340/MEM340353_Erebidae_IWF_1542392189_lg.jpg
,1816954,,,,,#N/A,,,,,21,https://inaturalist-open-data.s3.amazonaws.com/photos/67358254/original.jpeg
,1817086,,,,,#N/A,,,,,79,https://inaturalist-open-data.s3.amazonaws.com/photos/49765390/original.jpg
,1817121,,,,,#N/A,,,,,4,https://ecdysis.org/imglib/scan/MISSA_MEM/MEM340/MEM340089_Selenarctia_schausi__1541196146_lg.jpg
,1817123,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/182272044/original.jpg
Leucopleura ciarana,1817526,,,,,742,,,Leucopleura,Erebidae,6,https://inaturalist-open-data.s3.amazonaws.com/photos/254563466/original.jpeg
,1817532,,,,,#N/A,,,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/261019518/original.jpeg
,1817546,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/147084709/original.jpg
,1817553,,,,,#N/A,,,,,25,https://inaturalist-open-data.s3.amazonaws.com/photos/116321014/original.jpeg
Melese amastris,1817562,,,,,746,,,Melese,Erebidae,12,https://inaturalist-open-data.s3.amazonaws.com/photos/8727528/original.jpg
Melese incertus,1817565,,,,,747,,,Melese,Erebidae,233,http://www.boldsystems.org/pics/MHARC/07-SRNP-3024-DHJ376974+1222368382.jpg
Melese babosa,1817581,,,,,748,,,Melese,Erebidae,5,https://inaturalist-open-data.s3.amazonaws.com/photos/54883424/original.jpeg
,1817583,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/31259449/original.jpeg
Melese laodamia,1817589,,,,,750,,,Melese,Erebidae,20,https://inaturalist-open-data.s3.amazonaws.com/photos/247704857/original.jpeg
Melese flavimaculata,1817592,,,,,751,,,Melese,Erebidae,25,http://n2t.net/ark:/65665/m3f50d84fa-c083-4e7e-bdf6-1bf1a52aaed4
,1817659,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/359218325/original.jpg
Lophocampa catenulata,1817687,,,,,753,,,Lophocampa,Erebidae,24,https://inaturalist-open-data.s3.amazonaws.com/photos/184806152/original.jpeg
,1817714,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/280996161/original.jpeg
Lophocampa maroniensis,1817717,,,,,755,,,Lophocampa,Erebidae,156,http://www.boldsystems.org/pics/MHMYC/08-SRNP-32626-DHJ504190+1248536182.jpg
Lophocampa annulosa,1817734,,,,,756,,,Lophocampa,Erebidae,308,https://inaturalist-open-data.s3.amazonaws.com/photos/108463166/original.jpg
,1817749,,,,,#N/A,,,,,50,https://inaturalist-open-data.s3.amazonaws.com/photos/52744898/original.jpeg
,1817763,,,,,#N/A,,,,,4,https://ecdysis.org/imglib/scan/MISSA_MEM/MEM325/MEM325067_Lophocampa_citrina_V_1536331418_lg.jpg
,1817773,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/181324672/original.jpeg
Lophocampa modesta,1817774,,,,,760,,,Lophocampa,Erebidae,9,https://scan-bugs.org:443/imglib/scan/MISSA_MEM/MEM325/325111_1663686839_lg.jpg
,1817777,,,,,#N/A,,,,,14,https://inaturalist-open-data.s3.amazonaws.com/photos/113244928/original.jpg
Abrochocis esperanza,1817779,,,,,762,,,Abrochocis,Erebidae,12,https://inaturalist-open-data.s3.amazonaws.com/photos/118502693/original.jpeg
,1817835,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/327494439/original.jpeg
,1817854,,,,,#N/A,,,,,101,https://inaturalist-open-data.s3.amazonaws.com/photos/397958844/original.jpg
,1817892,,,,,#N/A,,,,,14,https://inaturalist-open-data.s3.amazonaws.com/photos/91411407/original.jpeg
,1818377,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/354434075/original.jpeg
,1818382,,,,,#N/A,,,,,14,https://inaturalist-open-data.s3.amazonaws.com/photos/305040981/original.jpeg
,1818424,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/150191366/original.jpg
Sarsina purpurascens,1819310,,,,,769,,,Sarsina,Erebidae,50,https://inaturalist-open-data.s3.amazonaws.com/photos/101531131/original.jpeg
,1819634,,,,,#N/A,,,,,44,https://inaturalist-open-data.s3.amazonaws.com/photos/163120297/original.jpg
Drugera mimica,1822235,,,,,771,,,Drugera,Notodontidae,4,https://inaturalist-open-data.s3.amazonaws.com/photos/237298462/original.jpeg
Rhuda difficilis,1822279,,,,,772,,,Rhuda,Notodontidae,146,http://www.boldsystems.org/pics/MHANI/06-SRNP-20369-DHJ334442+1365544064.jpg
Rhuda focula,1822284,,,,,773,,,Rhuda,Notodontidae,33,https://inaturalist-open-data.s3.amazonaws.com/photos/88045648/original.jpeg
Nystalea superciliosa,1822397,,,,,774,,,Nystalea,Notodontidae,83,http://www.boldsystems.org/pics/MHMXD/06-SRNP-31717-DHJ350099+1172118414.jpg
Nystalea ebalea,1822410,,,,,775,,,Nystalea,Notodontidae,127,http://www.boldsystems.org/pics/BLPDW/10-SRNP-112172_DHJ657047+1309806222.jpg
Nystalea aequipars,1822421,,,,,776,,,Nystalea,Notodontidae,115,http://www.boldsystems.org/pics/BLPAA/16-SRNP-31733-DHJ930223+1551716406.jpg
,1822444,,,,,#N/A,,,,,6,http://www.boldsystems.org/pics/MHANC/85-SRNP-69-DHJ358277+1172118452.jpg
Nystalea nyseus,1822463,,,,,778,,,Nystalea,Notodontidae,10,https://inaturalist-open-data.s3.amazonaws.com/photos/109178631/original.jpg
Hapigia nodicornis,1822705,,,,,779,,,Hapigia,Notodontidae,12,https://inaturalist-open-data.s3.amazonaws.com/photos/174813592/original.jpg
Hapigia raatzi,1822717,,,,,780,,,Hapigia,Notodontidae,17,https://inaturalist-open-data.s3.amazonaws.com/photos/28941686/original.jpg
Hapigia repandens,1822719,,,,,781,,,Hapigia,Notodontidae,12,https://inaturalist-open-data.s3.amazonaws.com/photos/44092173/original.jpg
,1822724,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/101175215/original.jpeg
Hapigia simplex,1822730,,,,,783,,,Hapigia,Notodontidae,33,https://inaturalist-open-data.s3.amazonaws.com/photos/264221263/original.jpg
,1822897,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/266354380/original.jpeg
Scotura leucophleps,1823039,,,,,785,,,Scotura,Notodontidae,20,https://inaturalist-open-data.s3.amazonaws.com/photos/63554095/original.jpeg
,1823335,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/2812611/original.JPG
,1823501,,,,,#N/A,,,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/153094981/original.jpeg
,1823611,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/248058883/original.jpg
,1823732,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/290492739/original.jpeg
,1823749,,,,,#N/A,,,,,17,https://inaturalist-open-data.s3.amazonaws.com/photos/111458340/original.jpeg
Anita basipuncta,1824003,,,,,791,,,Anita,Notodontidae,4,http://n2t.net/ark:/65665/m35298f9dc-ae15-42e6-bddf-3bfe654d6876
Crinodes besckei,1824179,,,,,792,,,Crinodes,Notodontidae,135,http://www.boldsystems.org/pics/BLPBA/06-SRNP-107241_DHJ607241+1199992020.jpg
,1824180,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/100818730/original.jpeg
Crinodes schausi,1824186,,,,,794,,,Crinodes,Notodontidae,11,https://inaturalist-open-data.s3.amazonaws.com/photos/4151207/original.jpg
,1824356,,,,,#N/A,,,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/283800618/original.jpg
Rhapigia accipiter,1824549,,,,,796,,,Rhapigia,Notodontidae,10,https://inaturalist-open-data.s3.amazonaws.com/photos/111344544/original.jpeg
Rhapigia aymara,1824553,,,,,797,,,Rhapigia,Notodontidae,10,https://inaturalist-open-data.s3.amazonaws.com/photos/221379117/original.jpg
,1824585,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/303018010/original.jpeg
,1824722,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/284699445/original.jpeg
,1824816,,,,,#N/A,,,,,6,http://www.boldsystems.org/pics/MHANB/03-SRNP-6711-DHJ302295+1145648960.jpg
,1824868,,,,,#N/A,,,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/168868947/original.jpg
Apela divisa,1824907,,,,,802,,,Apela,Notodontidae,15,https://inaturalist-open-data.s3.amazonaws.com/photos/180231983/original.jpeg
Lirimiris auriflua,1825023,,,,,803,,,Lirimiris,Notodontidae,17,https://inaturalist-open-data.s3.amazonaws.com/photos/58832936/original.jpg
Lirimiris lignitecta,1825033,,,,,804,,,Lirimiris,Notodontidae,54,https://inaturalist-open-data.s3.amazonaws.com/photos/117530398/original.jpeg
,1825041,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/78856215/original.jpeg
,1825309,,,,,#N/A,,,,,19,https://inaturalist-open-data.s3.amazonaws.com/photos/253744752/original.jpeg
,1825368,,,,,#N/A,,,,,15,https://inaturalist-open-data.s3.amazonaws.com/photos/174236108/original.jpeg
Rosema deolis,1825373,,,,,808,,,Rosema,Notodontidae,68,https://inaturalist-open-data.s3.amazonaws.com/photos/13381397/original.jpeg
,1825377,,,,,#N/A,,,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/50238037/original.jpg
,1825391,,,,,#N/A,,,,,30,https://inaturalist-open-data.s3.amazonaws.com/photos/186760803/original.jpg
,1825393,,,,,#N/A,,,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/182904507/original.jpg
Rosema zelica,1825394,,,,,812,,,Rosema,Notodontidae,13,https://inaturalist-open-data.s3.amazonaws.com/photos/66168670/original.jpg
Rifargia demissa,1825610,,,,,813,,,Rifargia,Notodontidae,5,https://inaturalist-open-data.s3.amazonaws.com/photos/14016124/original.jpeg
,1825630,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/348670442/original.jpg
,1825640,,,,,#N/A,,,,,33,https://inaturalist-open-data.s3.amazonaws.com/photos/182966238/original.jpg
Rifargia lineata,1825676,,,,,816,,,Rifargia,Notodontidae,6,https://inaturalist-open-data.s3.amazonaws.com/photos/171304877/original.jpg
Rifargia apella,1825679,,,,,817,,,Rifargia,Notodontidae,7,https://inaturalist-open-data.s3.amazonaws.com/photos/89308693/original.jpeg
,1825726,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/332445376/original.jpeg
Antaea juturna,1825771,,,,,819,,,Antaea,Notodontidae,5,https://inaturalist-open-data.s3.amazonaws.com/photos/191231028/original.jpeg
,1825775,,,,,#N/A,,,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/101795968/original.jpeg
Lusura chera,1825790,,,,,821,,,Lusura,Notodontidae,8,https://inaturalist-open-data.s3.amazonaws.com/photos/190746688/original.jpeg
,1825913,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/10238048/original.jpg
,1826118,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/348453168/original.jpg
Didugua argentilinea,1826181,,,,,824,,,Didugua,Notodontidae,143,https://inaturalist-open-data.s3.amazonaws.com/photos/86186131/original.jpeg
Magava multilinea,1826216,,,,,825,,,Magava,Notodontidae,18,https://inaturalist-open-data.s3.amazonaws.com/photos/4432298/original.jpg
Malocampa albolineata,1826338,,,,,826,,,Malocampa,Notodontidae,12,https://inaturalist-open-data.s3.amazonaws.com/photos/187841464/original.jpeg
Malocampa matralis,1826355,,,,,827,,,Malocampa,Notodontidae,98,http://www.boldsystems.org/pics/MHANB/03-SRNP-23831-DHJ302655+1145648068.jpg
Tachuda discreta,1826392,,,,,828,,,Tachuda,Notodontidae,16,https://inaturalist-open-data.s3.amazonaws.com/photos/312749703/original.jpeg
,1826451,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/95786115/original.jpeg
Marthula rufescens,1826470,,,,,830,,,Marthula,Notodontidae,6,https://inaturalist-open-data.s3.amazonaws.com/photos/17667445/original.jpeg
,1826538,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/111494718/original.jpeg
,1826658,,,,,#N/A,,,,,14,https://inaturalist-open-data.s3.amazonaws.com/photos/89012150/original.jpeg
,1826692,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/258901323/original.jpeg
,1826701,,,,,#N/A,,,,,18,https://inaturalist-open-data.s3.amazonaws.com/photos/285208260/original.jpg
,1826712,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/233799885/original.jpeg
,1826737,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/225417279/original.jpeg
,1826754,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/12463723/original.jpeg
Disphragis tharis,1826772,,,,,838,,,Disphragis,Notodontidae,45,https://inaturalist-open-data.s3.amazonaws.com/photos/254462466/original.jpeg
,1826782,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/47783279/original.jpg
Meragisa valdiviesoi,1826879,,,,,840,,,Meragisa,Notodontidae,4,https://inaturalist-open-data.s3.amazonaws.com/photos/258544520/original.jpeg
,1826894,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/256153475/original.jpg
,1826899,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/363679254/original.jpeg
,1826908,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/53561001/original.jpg
Calledema argenta,1827401,,,,,844,,,Calledema,Notodontidae,11,https://inaturalist-open-data.s3.amazonaws.com/photos/284767286/original.jpg
Calledema marmorea,1827403,,,,,845,,,Calledema,Notodontidae,11,https://inaturalist-open-data.s3.amazonaws.com/photos/73574098/original.jpeg
Calledema arema,1827404,,,,,846,,,Calledema,Notodontidae,6,https://inaturalist-open-data.s3.amazonaws.com/photos/60702553/original.jpg
Canodia difformis,1827668,,,,,847,,,Canodia,Notodontidae,11,https://inaturalist-open-data.s3.amazonaws.com/photos/175634122/original.jpeg
,1827762,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/218004435/original.jpeg
