gbif_name,gbif_key,fieldguide_id,cover_image_url,antenna_id,inat_id,category_map_index,common_name_en,,genus,family,training_images_count,example_occurrence_image_url
Plodia interpunctella,1873079,,,,,1111,,,Plodia,Pyralidae,1000,https://inaturalist-open-data.s3.amazonaws.com/photos/163246529/original.jpg
,1873319,,,,,#N/A,,,,,337,https://inaturalist-open-data.s3.amazonaws.com/photos/258494759/original.jpeg
,1873369,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/118308529/original.jpeg
Macalla niveorufa,1874531,,,,,1114,,,Macalla,Pyralidae,15,https://inaturalist-open-data.s3.amazonaws.com/photos/118465444/original.jpeg
,1875443,,,,,#N/A,,,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/337505091/original.jpeg
,1876187,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/190246999/original.jpeg
,1876569,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/60197986/original.jpeg
,1876665,,,,,#N/A,,,,,699,https://inaturalist-open-data.s3.amazonaws.com/photos/194601625/original.jpg
Xantippe olivalis,1877041,,,,,1119,,,Xantippe,Pyralidae,21,https://inaturalist-open-data.s3.amazonaws.com/photos/270322960/original.jpeg
Elasmopalpus lignosella,1877282,,,,,1120,,,Elasmopalpus,Pyralidae,607,https://inaturalist-open-data.s3.amazonaws.com/photos/237288367/original.jpeg
Salobrena vacuana,1877439,,,,,1121,,,Salobrena,Pyralidae,9,https://inaturalist-open-data.s3.amazonaws.com/photos/217065729/original.jpeg
Epidelia damia,1877456,,,,,1122,,,Epidelia,Pyralidae,17,https://inaturalist-open-data.s3.amazonaws.com/photos/83784203/original.jpeg
,1877517,,,,,#N/A,,,,,4,https://ecdysis.org/imglib/scan/misc/202203/SDNHM236392.JPG
,1877531,,,,,#N/A,,,,,27,https://inaturalist-open-data.s3.amazonaws.com/photos/90706845/original.jpeg
,1877532,,,,,#N/A,,,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/156574402/original.jpg
,1877533,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/118527960/original.jpeg
Bonchis munitalis,1878307,,,,,1127,,,Bonchis,Pyralidae,27,https://inaturalist-open-data.s3.amazonaws.com/photos/216869406/original.jpeg
,1878423,,,,,#N/A,,,,,13,https://api.idigbio.org/v2/media/bb69fd29488f7b7001ce7c870c49774c?size=fullsize
Ephestia elutella,1878470,,,,,1129,,,Ephestia,Pyralidae,179,https://inaturalist-open-data.s3.amazonaws.com/photos/144041419/original.jpeg
,1878668,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/247436203/original.jpeg
Trichaea pilicornis,1879052,,,,,1131,,,Trichaea,Crambidae,46,https://inaturalist-open-data.s3.amazonaws.com/photos/244681419/original.jpeg
,1879160,,,,,#N/A,,,,,50,https://inaturalist-open-data.s3.amazonaws.com/photos/189611369/original.jpeg
Crambus tenuistriga,1880046,,,,,1133,,,Crambus,Crambidae,14,https://inaturalist-open-data.s3.amazonaws.com/photos/263099562/original.jpeg
,1880498,,,,,#N/A,,,,,30,https://inaturalist-open-data.s3.amazonaws.com/photos/217850864/original.jpeg
Sparagmia gonoptera,1880505,,,,,1135,,,Sparagmia,Crambidae,77,https://inaturalist-open-data.s3.amazonaws.com/photos/111238923/original.jpeg
,1880536,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/240532069/original.jpeg
,1880537,,,,,#N/A,,,,,48,https://inaturalist-open-data.s3.amazonaws.com/photos/52898130/original.jpg
,1880596,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/355362383/original.jpg
,1880608,,,,,#N/A,,,,,39,https://inaturalist-open-data.s3.amazonaws.com/photos/10703565/original.jpeg
,1880612,,,,,#N/A,,,,,16,https://inaturalist-open-data.s3.amazonaws.com/photos/222742229/original.jpeg
Phostria temira,1880623,,,,,1141,,,Phostria,Crambidae,30,https://inaturalist-open-data.s3.amazonaws.com/photos/34526290/original.jpg
,1880647,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/393146597/original.jpeg
,1881049,,,,,#N/A,,,,,20,https://inaturalist-open-data.s3.amazonaws.com/photos/145883951/original.jpeg
,1881079,,,,,#N/A,,,,,163,https://inaturalist-open-data.s3.amazonaws.com/photos/202045939/original.jpeg
,1881346,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/203593245/original.jpg
Gonocausta zephyralis,1881766,,,,,1146,,,Gonocausta,Crambidae,9,https://inaturalist-open-data.s3.amazonaws.com/photos/252938383/original.jpeg
,1881767,,,,,#N/A,,,,,86,https://inaturalist-open-data.s3.amazonaws.com/photos/317103853/original.jpeg
,1881813,,,,,#N/A,,,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/87144816/original.jpeg
,1881817,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/340096950/original.jpeg
,1881822,,,,,#N/A,,,,,83,https://inaturalist-open-data.s3.amazonaws.com/photos/59307127/original.jpeg
,1881929,,,,,#N/A,,,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/181137766/original.jpg
,1881993,,,,,#N/A,,,,,15,https://inaturalist-open-data.s3.amazonaws.com/photos/90008751/original.jpg
,1882301,,,,,#N/A,,,,,29,https://inaturalist-open-data.s3.amazonaws.com/photos/13189489/original.jpeg
Hoterodes ausonia,1882393,,,,,1154,,,Hoterodes,Crambidae,8,https://inaturalist-open-data.s3.amazonaws.com/photos/293073903/original.jpeg
Conchylodes ovulalis,1882812,,,,,1155,,,Conchylodes,Crambidae,1000,https://inaturalist-open-data.s3.amazonaws.com/photos/226294778/original.jpeg
,1882814,,,,,#N/A,,,,,35,https://inaturalist-open-data.s3.amazonaws.com/photos/182688083/original.jpeg
Conchylodes salamisalis,1882818,,,,,1157,,,Conchylodes,Crambidae,257,https://inaturalist-open-data.s3.amazonaws.com/photos/97219695/original.jpeg
Conchylodes platinalis,1882820,,,,,1158,,,Conchylodes,Crambidae,11,https://inaturalist-open-data.s3.amazonaws.com/photos/291415586/original.jpeg
,1882825,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/74650794/original.jpeg
,1882860,,,,,#N/A,,,,,19,https://inaturalist-open-data.s3.amazonaws.com/photos/164621645/original.jpeg
,1882941,,,,,#N/A,,,,,679,https://inaturalist-open-data.s3.amazonaws.com/photos/100341696/original.jpeg
Herpetogramma phaeopteralis,1882960,,,,,1162,,,Herpetogramma,Crambidae,1000,http://www.boldsystems.org/pics/MHAMA/04-SRNP-45857-DHJ335916+1365544276.jpg
Cacographis osteolalis,1882999,,,,,1163,,,Cacographis,Crambidae,35,https://inaturalist-open-data.s3.amazonaws.com/photos/251462447/original.jpeg
Ancylostomia stercorea,1883038,,,,,1164,,,Ancylostomia,Crambidae,41,https://inaturalist-open-data.s3.amazonaws.com/photos/59664988/original.jpeg
Trischistognatha pyrenealis,1883054,,,,,1165,,,Trischistognatha,Crambidae,15,https://inaturalist-open-data.s3.amazonaws.com/photos/21301340/original.jpg
,1883067,,,,,#N/A,,,,,599,https://inaturalist-open-data.s3.amazonaws.com/photos/310019012/original.jpeg
,1883826,,,,,#N/A,,,,,10,https://ecdysis.org/imglib/ecdysis/ASU_ASUHIC/ASUHIC0127/ASUHIC0127512_habitus_dorsal_1573161972_lg.jpg
Usingeriessa onyxalis,1883959,,,,,1168,,,Usingeriessa,Crambidae,12,https://inaturalist-open-data.s3.amazonaws.com/photos/8332728/original.jpg
Samea multiplicalis,1883968,,,,,1169,,,Samea,Crambidae,1000,https://inaturalist-open-data.s3.amazonaws.com/photos/217864042/original.jpeg
Parapoynx fluctuosalis,1884437,,,,,1170,,,Parapoynx,Crambidae,177,https://inaturalist-open-data.s3.amazonaws.com/photos/179374654/original.jpg
Parapoynx diminutalis,1884479,,,,,1171,,,Parapoynx,Crambidae,730,https://inaturalist-open-data.s3.amazonaws.com/photos/253016712/original.jpg
,1884774,,,,,#N/A,,,,,460,https://inaturalist-open-data.s3.amazonaws.com/photos/242484242/original.jpeg
Phaedropsis stictigramma,1884786,,,,,1173,,,Phaedropsis,Crambidae,23,https://inaturalist-open-data.s3.amazonaws.com/photos/27745162/original.jpg
,1884791,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/204909046/original.jpg
Condylorrhiza vestigialis,1884923,,,,,1175,,,Condylorrhiza,Crambidae,271,https://inaturalist-open-data.s3.amazonaws.com/photos/243672891/original.jpeg
,1885103,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/389967756/original.jpg
,1885152,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/142469132/original.jpeg
Pilocrocis ramentalis,1885158,,,,,1178,,,Pilocrocis,Crambidae,378,https://inaturalist-open-data.s3.amazonaws.com/photos/172770073/original.jpeg
Eulepte concordalis,1885178,,,,,1179,,,Eulepte,Crambidae,287,http://www.boldsystems.org/pics/MHMYI/09-SRNP-21620-DHJ525431+1283637164.jpg
,1885187,,,,,#N/A,,,,,16,https://inaturalist-open-data.s3.amazonaws.com/photos/149269386/original.jpeg
,1885642,,,,,#N/A,,,,,185,https://inaturalist-open-data.s3.amazonaws.com/photos/323255346/original.jpg
,1885834,,,,,#N/A,,,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/65902433/original.jpg
Syngamia florella,1885950,,,,,1183,,,Syngamia,Crambidae,1000,https://inaturalist-open-data.s3.amazonaws.com/photos/148737213/original.jpeg
Hymenia perspectalis,1886374,,,,,1184,,,Hymenia,Crambidae,1000,http://www.boldsystems.org/pics/BLPDM/09-SRNP-111085-DHJ644320+1364927128.jpg
,1886500,,,,,#N/A,,,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/147898766/original.jpeg
Maruca vitrata,1886729,,,,,1186,,,Maruca,Crambidae,1000,https://inaturalist-open-data.s3.amazonaws.com/photos/21922372/original.jpg
,1886886,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/52345593/original.jpeg
,1887004,,,,,#N/A,,,,,212,https://inaturalist-open-data.s3.amazonaws.com/photos/160116996/original.jpeg
Diathrausta nerinalis,1887015,,,,,1189,,,Diathrausta,Crambidae,5,https://farm1.staticflickr.com/699/23342308355_d6f7ec6c19.jpg
,1887557,,,,,#N/A,,,,,16,https://inaturalist-open-data.s3.amazonaws.com/photos/384218158/original.jpeg
Ommatospila narcaeusalis,1887634,,,,,1191,,,Ommatospila,Crambidae,475,https://inaturalist-open-data.s3.amazonaws.com/photos/71166582/original.jpeg
,1887791,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/385175005/original.jpg
,1887862,,,,,#N/A,,,,,15,https://inaturalist-open-data.s3.amazonaws.com/photos/389968248/original.jpg
,1887947,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/364963045/original.jpg
,1887987,,,,,#N/A,,,,,31,https://inaturalist-open-data.s3.amazonaws.com/photos/116437562/original.jpeg
Piletocera bufalis,1888047,,,,,1196,,,Piletocera,Crambidae,30,https://inaturalist-open-data.s3.amazonaws.com/photos/10136629/original.jpg
,1888159,,,,,#N/A,,,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/93382267/original.jpg
,1888284,,,,,#N/A,,,,,27,https://inaturalist-open-data.s3.amazonaws.com/photos/353739483/original.jpeg
Micromartinia mnemusalis,1888292,,,,,1199,,,Micromartinia,Crambidae,17,https://inaturalist-open-data.s3.amazonaws.com/photos/117384182/original.jpeg
,1888397,,,,,#N/A,,,,,23,https://inaturalist-open-data.s3.amazonaws.com/photos/239686155/original.jpeg
,1888421,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/27980940/original.jpeg
,1888855,,,,,#N/A,,,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/90290631/original.jpeg
,1888946,,,,,#N/A,,,,,47,https://bugguide.net/images/cache/1H5/HCH/1H5HCH4H3H0LWZMLBZGLWZXLUZXLGZ7HCHRL5ZXH8Z5H6ZXH1H7HGZHLGZSL8ZIH6ZGLVZGLBZ8L9ZRLVHXH1HRLOHIH.jpg
,1888955,,,,,#N/A,,,,,247,https://inaturalist-open-data.s3.amazonaws.com/photos/217509107/original.jpeg
,1889216,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/176051180/original.jpg
,1889224,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/237159390/original.jpeg
Eurrhyparodes splendens,1889280,,,,,1207,,,Eurrhyparodes,Crambidae,19,https://inaturalist-open-data.s3.amazonaws.com/photos/315432705/original.jpeg
Rupela albina,1889330,,,,,1208,,,Rupela,Crambidae,23,https://inaturalist-open-data.s3.amazonaws.com/photos/28077113/original.jpg
,1889377,,,,,#N/A,,,,,15,https://inaturalist-open-data.s3.amazonaws.com/photos/111008836/original.jpeg
Asturodes fimbriauralis,1889522,,,,,1210,,,Asturodes,Crambidae,280,http://www.boldsystems.org/pics/MHMYE/09-SRNP-41796-DHJ511572+1256862970.jpg
,1889536,,,,,#N/A,,,,,694,https://inaturalist-open-data.s3.amazonaws.com/photos/59391590/original.jpeg
,1889550,,,,,#N/A,,,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/290250096/original.jpeg
Palpita flegia,1889721,,,,,1213,,,Palpita,Crambidae,605,http://www.boldsystems.org/pics/BLPEE/12-SRNP-101070-DHJ668003+1344956284.JPG
,1889850,,,,,#N/A,,,,,688,https://inaturalist-open-data.s3.amazonaws.com/photos/375529255/original.jpg
,1889923,,,,,#N/A,,,,,17,https://inaturalist-open-data.s3.amazonaws.com/photos/179693588/original.jpg
,1889928,,,,,#N/A,,,,,15,https://inaturalist-open-data.s3.amazonaws.com/photos/129821282/original.jpeg
Coenostolopsis apicalis,1890040,,,,,1217,,,Coenostolopsis,Crambidae,27,https://inaturalist-open-data.s3.amazonaws.com/photos/307453773/original.jpeg
Portentomorpha xanthialis,1890089,,,,,1218,,,Portentomorpha,Crambidae,169,http://www.boldsystems.org/pics/BLCAA/07-SRNP-106762_DHJ616726+1188331924.jpg
,1890368,,,,,#N/A,,,,,49,https://inaturalist-open-data.s3.amazonaws.com/photos/101419544/original.jpeg
,1890512,,,,,#N/A,,,,,691,https://inaturalist-open-data.s3.amazonaws.com/photos/293067093/original.jpeg
Pyrausta insignitalis,1890868,,,,,1221,,,Pyrausta,Crambidae,14,https://inaturalist-open-data.s3.amazonaws.com/photos/175870489/original.jpeg
,1891035,,,,,#N/A,,,,,167,https://inaturalist-open-data.s3.amazonaws.com/photos/100682461/original.jpeg
Sufetula diminutalis,1891245,,,,,1223,,,Sufetula,Crambidae,25,https://inaturalist-open-data.s3.amazonaws.com/photos/191454220/original.jpeg
,1891274,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/31585442/original.jpeg
,1891276,,,,,#N/A,,,,,15,https://inaturalist-open-data.s3.amazonaws.com/photos/306912404/original.jpeg
,1891283,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/149822687/original.jpeg
,1891547,,,,,#N/A,,,,,14,https://inaturalist-open-data.s3.amazonaws.com/photos/215279219/original.jpeg
,1891576,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/117589658/original.jpeg
,1891662,,,,,#N/A,,,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/382188694/original.jpg
,1891674,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/11770118/original.jpg
,1891706,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/54359350/original.jpeg
Lamprosema victoriae,1891755,,,,,1232,,,Lamprosema,Crambidae,590,https://inaturalist-open-data.s3.amazonaws.com/photos/93771889/original.jpeg
,1891772,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/237119092/original.jpeg
,1891932,,,,,#N/A,,,,,276,https://inaturalist-open-data.s3.amazonaws.com/photos/229402987/original.jpeg
Massepha lupa,1892112,,,,,1235,,,Massepha,Crambidae,6,https://inaturalist-open-data.s3.amazonaws.com/photos/9184150/original.jpeg
,1892131,,,,,#N/A,,,,,141,https://inaturalist-open-data.s3.amazonaws.com/photos/1941091/original.JPG
,1892138,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/49265858/original.jpeg
,1892141,,,,,#N/A,,,,,15,https://inaturalist-open-data.s3.amazonaws.com/photos/219463053/original.jpeg
Polygrammodes hercules,1892185,,,,,1239,,,Polygrammodes,Crambidae,100,http://www.boldsystems.org/pics/BLPDV/18-SRNP-101432-DHJ702519+1551716556.JPG
Polygrammodes mimetica,1892188,,,,,1240,,,Polygrammodes,Crambidae,9,https://inaturalist-open-data.s3.amazonaws.com/photos/57319115/original.jpg
,1892189,,,,,#N/A,,,,,30,https://inaturalist-open-data.s3.amazonaws.com/photos/173257645/original.jpg
,1892210,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/385951114/original.jpg
Leucochroma corope,1892311,,,,,1243,,,Leucochroma,Crambidae,43,https://inaturalist-open-data.s3.amazonaws.com/photos/59565945/original.jpg
,1892355,,,,,#N/A,,,,,59,https://inaturalist-open-data.s3.amazonaws.com/photos/162604603/original.jpeg
Lineodes vulnifica,1892420,,,,,1245,,,Lineodes,Crambidae,78,https://inaturalist-open-data.s3.amazonaws.com/photos/5810967/original.jpg
,1892427,,,,,#N/A,,,,,679,https://inaturalist-open-data.s3.amazonaws.com/photos/113686303/original.jpg
,1892477,,,,,#N/A,,,,,309,https://inaturalist-open-data.s3.amazonaws.com/photos/231833181/original.jpeg
,1940662,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/113786877/original.jpg
,1941099,,,,,#N/A,,,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/243558901/original.jpeg
,1941139,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/19616879/original.jpg
,1941547,,,,,#N/A,,,,,48,https://inaturalist-open-data.s3.amazonaws.com/photos/13321943/original.jpg
,1941570,,,,,#N/A,,,,,277,https://inaturalist-open-data.s3.amazonaws.com/photos/173178475/original.jpeg
,1941717,,,,,#N/A,,,,,414,https://inaturalist-open-data.s3.amazonaws.com/photos/113412643/original.jpeg
,1941719,,,,,#N/A,,,,,104,https://inaturalist-open-data.s3.amazonaws.com/photos/136981768/original.jpeg
,1941755,,,,,#N/A,,,,,21,https://inaturalist-open-data.s3.amazonaws.com/photos/210752232/original.jpeg
,1952915,,,,,#N/A,,,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/365252937/original.jpeg
,1952936,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/66508287/original.jpeg
Bedosia turgida,1952941,,,,,1258,,,Bedosia,Mimallonidae,8,https://inaturalist-open-data.s3.amazonaws.com/photos/292046552/original.jpg
,1952963,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/107318652/original.jpg
Cicinnus solvens,1953058,,,,,1260,,,Cicinnus,Mimallonidae,9,https://inaturalist-open-data.s3.amazonaws.com/photos/118790893/original.jpeg
Roelmana maloba,1953077,,,,,1261,,,Roelmana,Mimallonidae,7,https://inaturalist-open-data.s3.amazonaws.com/photos/94255605/original.jpeg
,1953082,,,,,#N/A,,,,,4,http://www.boldsystems.org/pics/MHMXB/99-SRNP-1907-DHJ33335+1365542898.jpg
,1953110,,,,,#N/A,,,,,4,http://www.boldsystems.org/pics/MHMXB/93-SRNP-8662-DHJ335608+1365544260.jpg
,1953114,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/118751352/original.jpeg
,1953115,,,,,#N/A,,,,,7,http://www.boldsystems.org/pics/MHMXB/92-SRNP-398-DHJ335487+1365544252.jpg
,1953119,,,,,#N/A,,,,,17,https://inaturalist-open-data.s3.amazonaws.com/photos/333518317/original.jpeg
,1953128,,,,,#N/A,,,,,15,https://inaturalist-open-data.s3.amazonaws.com/photos/331834655/original.jpg
,1953136,,,,,#N/A,,,,,25,https://inaturalist-open-data.s3.amazonaws.com/photos/91654311/original.jpeg
,1953149,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/206349150/original.jpeg
,1953166,,,,,#N/A,,,,,34,https://inaturalist-open-data.s3.amazonaws.com/photos/354175587/original.jpg
Coelurotricha curvilinea,1953184,,,,,1271,,,Coelurotricha,Uraniidae,22,https://inaturalist-open-data.s3.amazonaws.com/photos/98989939/original.jpg
,1953495,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/209937955/original.jpeg
Syngria druidaria,1953499,,,,,1273,,,Syngria,Uraniidae,34,https://inaturalist-open-data.s3.amazonaws.com/photos/243280128/original.jpeg
,1953742,,,,,#N/A,,,,,18,https://inaturalist-open-data.s3.amazonaws.com/photos/381151106/original.jpeg
,1953970,,,,,#N/A,,,,,46,https://inaturalist-open-data.s3.amazonaws.com/photos/6732439/original.jpeg
,1953998,,,,,#N/A,,,,,76,https://inaturalist-open-data.s3.amazonaws.com/photos/22636053/original.jpeg
,1954006,,,,,#N/A,,,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/307047860/original.jpeg
Nedusia cuticulata,1954023,,,,,1278,,,Nedusia,Uraniidae,20,https://inaturalist-open-data.s3.amazonaws.com/photos/252321466/original.jpeg
,1954135,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/340345410/original.jpeg
,1954146,,,,,#N/A,,,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/253983735/original.jpeg
,1954251,,,,,#N/A,,,,,18,https://inaturalist-open-data.s3.amazonaws.com/photos/240378905/original.jpeg
,1954929,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/105816148/original.jpeg
,1954935,,,,,#N/A,,,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/104302230/original.jpg
,1954936,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/99568381/original.jpeg
,1954960,,,,,#N/A,,,,,5,https://inaturalist-open-data.s3.amazonaws.com/photos/336222407/original.jpeg
,1954997,,,,,#N/A,,,,,10,https://inaturalist-open-data.s3.amazonaws.com/photos/161423411/original.jpg
,1955815,,,,,#N/A,,,,,38,https://inaturalist-open-data.s3.amazonaws.com/photos/107438370/original.jpeg
,1956039,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/107468388/original.jpeg
,1956060,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/43666924/original.jpeg
Semaeopus illimitata,1956065,,,,,1290,,,Semaeopus,Geometridae,23,https://inaturalist-open-data.s3.amazonaws.com/photos/104873057/original.jpeg
,1956098,,,,,#N/A,,,,,221,https://inaturalist-open-data.s3.amazonaws.com/photos/101565660/original.jpeg
,1956099,,,,,#N/A,,,,,50,https://inaturalist-open-data.s3.amazonaws.com/photos/32841259/original.jpg
,1956154,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/178482224/original.jpeg
Semaeopus miniata,1956188,,,,,1294,,,Semaeopus,Geometridae,10,https://inaturalist-open-data.s3.amazonaws.com/photos/243736073/original.jpeg
Semaeopus fulvescens,1956193,,,,,1295,,,Semaeopus,Geometridae,7,https://inaturalist-open-data.s3.amazonaws.com/photos/71083193/original.jpeg
,1957038,,,,,#N/A,,,,,48,https://inaturalist-open-data.s3.amazonaws.com/photos/15477411/original.jpg
,1957051,,,,,#N/A,,,,,29,https://inaturalist-open-data.s3.amazonaws.com/photos/248135316/original.jpeg
Pseudasellodes laternaria,1957055,,,,,1298,,,Pseudasellodes,Geometridae,10,https://inaturalist-open-data.s3.amazonaws.com/photos/94363768/original.jpeg
Cimicodes albicosta,1957131,,,,,1299,,,Cimicodes,Geometridae,19,http://n2t.net/ark:/65665/m36201ba31-6e5f-4464-a370-3d02fa0489d5
,1957134,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/92238479/original.jpg
Thysanopyga amarantha,1958350,,,,,1301,,,Thysanopyga,Geometridae,10,https://inaturalist-open-data.s3.amazonaws.com/photos/225741545/original.jpeg
Thysanopyga abdominaria,1958361,,,,,1302,,,Thysanopyga,Geometridae,12,https://inaturalist-open-data.s3.amazonaws.com/photos/167127359/original.jpeg
,1958374,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/82692157/original.jpeg
,1958378,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/7557792/original.jpg
,1958807,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/170160239/original.jpeg
,1958890,,,,,#N/A,,,,,4,https://inaturalist-open-data.s3.amazonaws.com/photos/382518026/original.jpg
,1958993,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/362210073/original.jpg
Semiothisa arenisca,1959279,,,,,1308,,,Semiothisa,Geometridae,17,https://inaturalist-open-data.s3.amazonaws.com/photos/11878108/original.jpg
Ametris nitocris,1959637,,,,,1309,,,Ametris,Geometridae,78,https://inaturalist-open-data.s3.amazonaws.com/photos/292198079/original.jpg
,1959787,,,,,#N/A,,,,,36,https://inaturalist-open-data.s3.amazonaws.com/photos/165639230/original.jpg
Macrotes commatica,1959982,,,,,1311,,,Macrotes,Geometridae,21,https://inaturalist-open-data.s3.amazonaws.com/photos/107315128/original.jpeg
,1960028,,,,,#N/A,,,,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/178242097/original.jpg
,1960090,,,,,#N/A,,,,,51,https://inaturalist-open-data.s3.amazonaws.com/photos/208893705/original.jpg
,1960095,,,,,#N/A,,,,,9,https://inaturalist-open-data.s3.amazonaws.com/photos/140142068/original.jpeg
,1960167,,,,,#N/A,,,,,5,http://www.boldsystems.org/pics/MHAGA/98-SRNP-3836-DHJ325754+1365543372.jpg
,1960226,,,,,#N/A,,,,,4,http://www.boldsystems.org/pics/BLPDF/18-SRNP-104362-DHJ705449+1683301980.JPG
,1960250,,,,,#N/A,,,,,12,http://www.boldsystems.org/pics/MHAGB/91-SRNP-84-DHJ357298+1175909958.jpg
,1960251,,,,,#N/A,,,,,11,https://inaturalist-open-data.s3.amazonaws.com/photos/60734646/original.jpg
,1960255,,,,,#N/A,,,,,51,https://inaturalist-open-data.s3.amazonaws.com/photos/194991621/original.jpg
Opisthoxia formosante,1960262,,,,,1320,,,Opisthoxia,Geometridae,7,https://inaturalist-open-data.s3.amazonaws.com/photos/7448625/original.jpeg
,1960268,,,,,#N/A,,,,,34,https://inaturalist-open-data.s3.amazonaws.com/photos/297201500/original.jpeg
,1960275,,,,,#N/A,,,,,12,https://inaturalist-open-data.s3.amazonaws.com/photos/139724735/original.jpeg
,1960281,,,,,#N/A,,,,,7,https://inaturalist-open-data.s3.amazonaws.com/photos/188176933/original.jpeg
,1960286,,,,,#N/A,,,,,24,https://inaturalist-open-data.s3.amazonaws.com/photos/148447003/original.jpeg
,1960290,,,,,#N/A,,,,,8,https://inaturalist-open-data.s3.amazonaws.com/photos/172707023/original.jpeg
Opisthoxia molpadia,1960315,,,,,1326,,,Opisthoxia,Geometridae,113,http://www.boldsystems.org/pics/BLPDX/10-SRNP-113424_DHJ658299+1309896698.jpg
,1960508,,,,,#N/A,,,,,6,https://inaturalist-open-data.s3.amazonaws.com/photos/115950375/original.jpeg
